date,amount,amount_other,balance,account_id,business_NAF_code,user_id,month_sin,month_cos,previous_balance_1,previous_amount_1,previous_other_1,previous_balance_2,previous_amount_2,previous_other_2,previous_balance_3,previous_amount_3,previous_other_3,previous_balance_4,previous_amount_4,previous_other_4,previous_balance_5,previous_amount_5,previous_other_5,previous_balance_6,previous_amount_6,previous_other_6
2020-02-29,6025.55,-6368.86,208.12,61,4619B,39,0.8660254037844386,0.5000000000000001,551.43,1055.43,-1355.89,851.89,3427.44,-5070.93,2495.38,3984.34,-1678.37,189.41,2059.4,-2233.54,363.55,2640.14,-621.81,-1654.78,803.15,-2835.99
2020-03-31,1138.18,-271.11,1075.19,61,4619B,39,1.0,6.123233995736766e-17,208.12,6025.55,-6368.86,551.43,1055.43,-1355.89,851.89,3427.44,-5070.93,2495.38,3984.34,-1678.37,189.41,2059.4,-2233.54,363.55,2640.14,-621.81
2020-04-30,4762.11,-3959.4,1877.9,61,4619B,39,0.8660254037844387,-0.4999999999999998,1075.19,1138.18,-271.11,208.12,6025.55,-6368.86,551.43,1055.43,-1355.89,851.89,3427.44,-5070.93,2495.38,3984.34,-1678.37,189.41,2059.4,-2233.54
2020-05-31,187.18,-687.77,1377.31,61,4619B,39,0.49999999999999994,-0.8660254037844387,1877.9,4762.11,-3959.4,1075.19,1138.18,-271.11,208.12,6025.55,-6368.86,551.43,1055.43,-1355.89,851.89,3427.44,-5070.93,2495.38,3984.34,-1678.37
2020-06-30,1190.67,-1796.61,771.37,61,4619B,39,1.2246467991473532e-16,-1.0,1377.31,187.18,-687.77,1877.9,4762.11,-3959.4,1075.19,1138.18,-271.11,208.12,6025.55,-6368.86,551.43,1055.43,-1355.89,851.89,3427.44,-5070.93
2020-07-31,1602.16,-2211.85,161.68,61,4619B,39,-0.4999999999999997,-0.8660254037844388,771.37,1190.67,-1796.61,1377.31,187.18,-687.77,1877.9,4762.11,-3959.4,1075.19,1138.18,-271.11,208.12,6025.55,-6368.86,551.43,1055.43,-1355.89
2020-08-31,6024.38,-4857.23,1328.83,61,4619B,39,-0.8660254037844385,-0.5000000000000004,161.68,1602.16,-2211.85,771.37,1190.67,-1796.61,1377.31,187.18,-687.77,1877.9,4762.11,-3959.4,1075.19,1138.18,-271.11,208.12,6025.55,-6368.86
2020-09-30,102.14,-1200.61,230.36,61,4619B,39,-1.0,-1.8369701987210297e-16,1328.83,6024.38,-4857.23,161.68,1602.16,-2211.85,771.37,1190.67,-1796.61,1377.31,187.18,-687.77,1877.9,4762.11,-3959.4,1075.19,1138.18,-271.11
2019-12-31,0.0,-10.8,49.64,65,6201Z,6,-2.4492935982947064e-16,1.0,60.44,500.0,-670.8,231.24,0.0,-422.8,654.04,4000.0,-3360.8,14.84,10.0,-194.8,199.64,2512.0,-2813.11,500.75,1010.0,-509.25
2020-02-29,6463.36,-7927.79,-4701.85,66,4932Z,312,0.8660254037844386,0.5000000000000001,-3237.42,5496.62,-5044.77,-3689.27,11918.37,-8406.73,-7200.91,4878.16,-7436.74,-4642.33,11870.58,-13722.89,-2790.02,2951.88,-2020.56,0.1,0.0,0.0
2020-03-31,10788.7,-5472.95,613.9,66,4932Z,312,1.0,6.123233995736766e-17,-4701.85,6463.36,-7927.79,-3237.42,5496.62,-5044.77,-3689.27,11918.37,-8406.73,-7200.91,4878.16,-7436.74,-4642.33,11870.58,-13722.89,-2790.02,2951.88,-2020.56
2020-04-30,3454.5,-3333.87,734.53,66,4932Z,312,0.8660254037844387,-0.4999999999999998,613.9,10788.7,-5472.95,-4701.85,6463.36,-7927.79,-3237.42,5496.62,-5044.77,-3689.27,11918.37,-8406.73,-7200.91,4878.16,-7436.74,-4642.33,11870.58,-13722.89
2020-05-31,2467.75,-3845.12,-642.84,66,4932Z,312,0.49999999999999994,-0.8660254037844387,734.53,3454.5,-3333.87,613.9,10788.7,-5472.95,-4701.85,6463.36,-7927.79,-3237.42,5496.62,-5044.77,-3689.27,11918.37,-8406.73,-7200.91,4878.16,-7436.74
2020-06-30,5145.5,-3726.41,776.25,66,4932Z,312,1.2246467991473532e-16,-1.0,-642.84,2467.75,-3845.12,734.53,3454.5,-3333.87,613.9,10788.7,-5472.95,-4701.85,6463.36,-7927.79,-3237.42,5496.62,-5044.77,-3689.27,11918.37,-8406.73
2020-07-31,4334.84,-4070.72,1040.37,66,4932Z,312,-0.4999999999999997,-0.8660254037844388,776.25,5145.5,-3726.41,-642.84,2467.75,-3845.12,734.53,3454.5,-3333.87,613.9,10788.7,-5472.95,-4701.85,6463.36,-7927.79,-3237.42,5496.62,-5044.77
2020-08-31,2152.84,-2992.83,200.38,66,4932Z,312,-0.8660254037844385,-0.5000000000000004,1040.37,4334.84,-4070.72,776.25,5145.5,-3726.41,-642.84,2467.75,-3845.12,734.53,3454.5,-3333.87,613.9,10788.7,-5472.95,-4701.85,6463.36,-7927.79
2020-09-30,2113.67,-2003.91,310.14,66,4932Z,312,-1.0,-1.8369701987210297e-16,200.38,2152.84,-2992.83,1040.37,4334.84,-4070.72,776.25,5145.5,-3726.41,-642.84,2467.75,-3845.12,734.53,3454.5,-3333.87,613.9,10788.7,-5472.95
2020-08-31,6446.91,-5184.4,-1611.26,67,5621Z,97,-0.8660254037844385,-0.5000000000000004,-2873.77,4543.41,-4448.88,-2968.3,4505.43,-4071.1,-3402.63,2862.3,-3045.58,-3219.35,2820.99,-2752.5,-3287.84,645.4,-741.79,0.1,0.0,0.0
2020-09-30,4267.58,-2245.0,411.32,67,5621Z,97,-1.0,-1.8369701987210297e-16,-1611.26,6446.91,-5184.4,-2873.77,4543.41,-4448.88,-2968.3,4505.43,-4071.1,-3402.63,2862.3,-3045.58,-3219.35,2820.99,-2752.5,-3287.84,645.4,-741.79
2020-01-31,8902.84,-11804.88,-1056.77,69,4725Z,322,0.49999999999999994,0.8660254037844387,1845.27,10428.49,-11230.8,2647.58,7461.43,-7198.17,2384.32,7170.37,-7183.12,2397.07,4393.24,-4350.84,2354.67,50.0,-34.8,0.1,0.0,0.0
2020-02-29,6779.54,-6359.67,-636.9,69,4725Z,322,0.8660254037844386,0.5000000000000001,-1056.77,8902.84,-11804.88,1845.27,10428.49,-11230.8,2647.58,7461.43,-7198.17,2384.32,7170.37,-7183.12,2397.07,4393.24,-4350.84,2354.67,50.0,-34.8
2020-03-31,7001.82,-7333.95,-969.03,69,4725Z,322,1.0,6.123233995736766e-17,-636.9,6779.54,-6359.67,-1056.77,8902.84,-11804.88,1845.27,10428.49,-11230.8,2647.58,7461.43,-7198.17,2384.32,7170.37,-7183.12,2397.07,4393.24,-4350.84
2020-04-30,10259.65,-10447.11,-1156.49,69,4725Z,322,0.8660254037844387,-0.4999999999999998,-969.03,7001.82,-7333.95,-636.9,6779.54,-6359.67,-1056.77,8902.84,-11804.88,1845.27,10428.49,-11230.8,2647.58,7461.43,-7198.17,2384.32,7170.37,-7183.12
2020-05-31,11258.95,-10963.09,-860.63,69,4725Z,322,0.49999999999999994,-0.8660254037844387,-1156.49,10259.65,-10447.11,-969.03,7001.82,-7333.95,-636.9,6779.54,-6359.67,-1056.77,8902.84,-11804.88,1845.27,10428.49,-11230.8,2647.58,7461.43,-7198.17
2020-06-30,15499.58,-16883.81,-2244.86,69,4725Z,322,1.2246467991473532e-16,-1.0,-860.63,11258.95,-10963.09,-1156.49,10259.65,-10447.11,-969.03,7001.82,-7333.95,-636.9,6779.54,-6359.67,-1056.77,8902.84,-11804.88,1845.27,10428.49,-11230.8
2020-07-31,13053.42,-10630.01,178.55,69,4725Z,322,-0.4999999999999997,-0.8660254037844388,-2244.86,15499.58,-16883.81,-860.63,11258.95,-10963.09,-1156.49,10259.65,-10447.11,-969.03,7001.82,-7333.95,-636.9,6779.54,-6359.67,-1056.77,8902.84,-11804.88
2020-08-31,8993.75,-9369.04,-196.74,69,4725Z,322,-0.8660254037844385,-0.5000000000000004,178.55,13053.42,-10630.01,-2244.86,15499.58,-16883.81,-860.63,11258.95,-10963.09,-1156.49,10259.65,-10447.11,-969.03,7001.82,-7333.95,-636.9,6779.54,-6359.67
2020-09-30,5164.39,-4372.74,594.91,69,4725Z,322,-1.0,-1.8369701987210297e-16,-196.74,8993.75,-9369.04,178.55,13053.42,-10630.01,-2244.86,15499.58,-16883.81,-860.63,11258.95,-10963.09,-1156.49,10259.65,-10447.11,-969.03,7001.82,-7333.95
2019-11-30,2559.03,-2586.56,-17957.54,71,4321A,244,-0.5000000000000004,0.8660254037844384,-17930.01,1761.82,-1802.59,-17889.24,551.17,-1449.95,-16990.46,2350.67,-1392.24,-17948.89,3295.63,-3294.8,-17949.72,1179.98,-1185.05,0.1,0.0,0.0
2019-12-31,2961.1,-2934.62,-17931.06,71,4321A,244,-2.4492935982947064e-16,1.0,-17957.54,2559.03,-2586.56,-17930.01,1761.82,-1802.59,-17889.24,551.17,-1449.95,-16990.46,2350.67,-1392.24,-17948.89,3295.63,-3294.8,-17949.72,1179.98,-1185.05
2020-01-31,3154.29,-3186.26,-17963.03,71,4321A,244,0.49999999999999994,0.8660254037844387,-17931.06,2961.1,-2934.62,-17957.54,2559.03,-2586.56,-17930.01,1761.82,-1802.59,-17889.24,551.17,-1449.95,-16990.46,2350.67,-1392.24,-17948.89,3295.63,-3294.8
2020-02-29,2948.14,-1632.34,-16647.23,71,4321A,244,0.8660254037844386,0.5000000000000001,-17963.03,3154.29,-3186.26,-17931.06,2961.1,-2934.62,-17957.54,2559.03,-2586.56,-17930.01,1761.82,-1802.59,-17889.24,551.17,-1449.95,-16990.46,2350.67,-1392.24
2020-03-31,2227.98,-3036.62,-17455.87,71,4321A,244,1.0,6.123233995736766e-17,-16647.23,2948.14,-1632.34,-17963.03,3154.29,-3186.26,-17931.06,2961.1,-2934.62,-17957.54,2559.03,-2586.56,-17930.01,1761.82,-1802.59,-17889.24,551.17,-1449.95
2020-04-30,1801.0,-2257.81,-17912.68,71,4321A,244,0.8660254037844387,-0.4999999999999998,-17455.87,2227.98,-3036.62,-16647.23,2948.14,-1632.34,-17963.03,3154.29,-3186.26,-17931.06,2961.1,-2934.62,-17957.54,2559.03,-2586.56,-17930.01,1761.82,-1802.59
2020-05-31,5167.26,-2720.43,-15465.85,71,4321A,244,0.49999999999999994,-0.8660254037844387,-17912.68,1801.0,-2257.81,-17455.87,2227.98,-3036.62,-16647.23,2948.14,-1632.34,-17963.03,3154.29,-3186.26,-17931.06,2961.1,-2934.62,-17957.54,2559.03,-2586.56
2020-06-30,5156.33,-2649.31,-12958.83,71,4321A,244,1.2246467991473532e-16,-1.0,-15465.85,5167.26,-2720.43,-17912.68,1801.0,-2257.81,-17455.87,2227.98,-3036.62,-16647.23,2948.14,-1632.34,-17963.03,3154.29,-3186.26,-17931.06,2961.1,-2934.62
2020-07-31,6906.2,-3436.7,-9489.33,71,4321A,244,-0.4999999999999997,-0.8660254037844388,-12958.83,5156.33,-2649.31,-15465.85,5167.26,-2720.43,-17912.68,1801.0,-2257.81,-17455.87,2227.98,-3036.62,-16647.23,2948.14,-1632.34,-17963.03,3154.29,-3186.26
2020-08-31,11553.53,-4865.55,-2801.35,71,4321A,244,-0.8660254037844385,-0.5000000000000004,-9489.33,6906.2,-3436.7,-12958.83,5156.33,-2649.31,-15465.85,5167.26,-2720.43,-17912.68,1801.0,-2257.81,-17455.87,2227.98,-3036.62,-16647.23,2948.14,-1632.34
2020-09-30,7029.89,-4214.78,13.76,71,4321A,244,-1.0,-1.8369701987210297e-16,-2801.35,11553.53,-4865.55,-9489.33,6906.2,-3436.7,-12958.83,5156.33,-2649.31,-15465.85,5167.26,-2720.43,-17912.68,1801.0,-2257.81,-17455.87,2227.98,-3036.62
2020-07-31,11001.89,-6495.02,1054.23,73,5610A,115,-0.4999999999999997,-0.8660254037844388,-3452.64,7635.77,-8590.99,-2497.42,3175.45,-9105.87,3433.0,5245.12,-8441.98,6629.86,9854.6,-7996.11,4771.37,4094.31,-2553.16,0.1,0.0,0.0
2020-08-31,15717.11,-13297.3,3474.04,73,5610A,115,-0.8660254037844385,-0.5000000000000004,1054.23,11001.89,-6495.02,-3452.64,7635.77,-8590.99,-2497.42,3175.45,-9105.87,3433.0,5245.12,-8441.98,6629.86,9854.6,-7996.11,4771.37,4094.31,-2553.16
2020-09-30,9945.15,-13098.89,320.3,73,5610A,115,-1.0,-1.8369701987210297e-16,3474.04,15717.11,-13297.3,1054.23,11001.89,-6495.02,-3452.64,7635.77,-8590.99,-2497.42,3175.45,-9105.87,3433.0,5245.12,-8441.98,6629.86,9854.6,-7996.11
2020-05-31,804.54,-836.76,-1653.81,74,4932Z,278,0.49999999999999994,-0.8660254037844387,-1621.59,502.66,-353.83,-1770.42,1970.49,-2130.51,-1610.4,1974.7,-2687.15,-897.95,8073.14,-6295.05,-2676.04,2813.71,-1630.35,0.1,0.0,0.0
2020-06-30,5868.09,-3444.76,769.52,74,4932Z,278,1.2246467991473532e-16,-1.0,-1653.81,804.54,-836.76,-1621.59,502.66,-353.83,-1770.42,1970.49,-2130.51,-1610.4,1974.7,-2687.15,-897.95,8073.14,-6295.05,-2676.04,2813.71,-1630.35
2020-07-31,4349.57,-3607.94,1511.15,74,4932Z,278,-0.4999999999999997,-0.8660254037844388,769.52,5868.09,-3444.76,-1653.81,804.54,-836.76,-1621.59,502.66,-353.83,-1770.42,1970.49,-2130.51,-1610.4,1974.7,-2687.15,-897.95,8073.14,-6295.05
2020-08-31,2614.43,-4124.96,0.62,74,4932Z,278,-0.8660254037844385,-0.5000000000000004,1511.15,4349.57,-3607.94,769.52,5868.09,-3444.76,-1653.81,804.54,-836.76,-1621.59,502.66,-353.83,-1770.42,1970.49,-2130.51,-1610.4,1974.7,-2687.15
2020-09-30,2678.83,-2676.87,2.58,74,4932Z,278,-1.0,-1.8369701987210297e-16,0.62,2614.43,-4124.96,1511.15,4349.57,-3607.94,769.52,5868.09,-3444.76,-1653.81,804.54,-836.76,-1621.59,502.66,-353.83,-1770.42,1970.49,-2130.51
2019-09-30,650.0,-1770.67,-2857.54,75,7420Z,168,-1.0,-1.8369701987210297e-16,-1736.87,2143.6,-1660.59,-2219.88,2606.6,-2179.6,-2646.88,1516.76,-1690.93,-2472.71,2585.0,-1699.67,-3358.04,630.0,-152.0,0.1,0.0,0.0
2019-10-31,1431.5,-1656.76,-3082.8,75,7420Z,168,-0.8660254037844386,0.5000000000000001,-2857.54,650.0,-1770.67,-1736.87,2143.6,-1660.59,-2219.88,2606.6,-2179.6,-2646.88,1516.76,-1690.93,-2472.71,2585.0,-1699.67,-3358.04,630.0,-152.0
2019-11-30,2206.1,-1483.85,-2360.55,75,7420Z,168,-0.5000000000000004,0.8660254037844384,-3082.8,1431.5,-1656.76,-2857.54,650.0,-1770.67,-1736.87,2143.6,-1660.59,-2219.88,2606.6,-2179.6,-2646.88,1516.76,-1690.93,-2472.71,2585.0,-1699.67
2019-12-31,2100.0,-1505.17,-1765.72,75,7420Z,168,-2.4492935982947064e-16,1.0,-2360.55,2206.1,-1483.85,-3082.8,1431.5,-1656.76,-2857.54,650.0,-1770.67,-1736.87,2143.6,-1660.59,-2219.88,2606.6,-2179.6,-2646.88,1516.76,-1690.93
2020-01-31,1045.0,-1314.16,-2034.88,75,7420Z,168,0.49999999999999994,0.8660254037844387,-1765.72,2100.0,-1505.17,-2360.55,2206.1,-1483.85,-3082.8,1431.5,-1656.76,-2857.54,650.0,-1770.67,-1736.87,2143.6,-1660.59,-2219.88,2606.6,-2179.6
2020-02-29,2878.45,-1842.52,-998.95,75,7420Z,168,0.8660254037844386,0.5000000000000001,-2034.88,1045.0,-1314.16,-1765.72,2100.0,-1505.17,-2360.55,2206.1,-1483.85,-3082.8,1431.5,-1656.76,-2857.54,650.0,-1770.67,-1736.87,2143.6,-1660.59
2020-03-31,4500.0,-1106.0,2395.05,75,7420Z,168,1.0,6.123233995736766e-17,-998.95,2878.45,-1842.52,-2034.88,1045.0,-1314.16,-1765.72,2100.0,-1505.17,-2360.55,2206.1,-1483.85,-3082.8,1431.5,-1656.76,-2857.54,650.0,-1770.67
2020-04-30,1150.0,-2255.46,1289.59,75,7420Z,168,0.8660254037844387,-0.4999999999999998,2395.05,4500.0,-1106.0,-998.95,2878.45,-1842.52,-2034.88,1045.0,-1314.16,-1765.72,2100.0,-1505.17,-2360.55,2206.1,-1483.85,-3082.8,1431.5,-1656.76
2020-05-31,0.0,-1408.2,-118.61,75,7420Z,168,0.49999999999999994,-0.8660254037844387,1289.59,1150.0,-2255.46,2395.05,4500.0,-1106.0,-998.95,2878.45,-1842.52,-2034.88,1045.0,-1314.16,-1765.72,2100.0,-1505.17,-2360.55,2206.1,-1483.85
2020-06-30,1511.0,-1341.98,50.41,75,7420Z,168,1.2246467991473532e-16,-1.0,-118.61,0.0,-1408.2,1289.59,1150.0,-2255.46,2395.05,4500.0,-1106.0,-998.95,2878.45,-1842.52,-2034.88,1045.0,-1314.16,-1765.72,2100.0,-1505.17
2020-07-31,3878.04,-2164.89,1763.56,75,7420Z,168,-0.4999999999999997,-0.8660254037844388,50.41,1511.0,-1341.98,-118.61,0.0,-1408.2,1289.59,1150.0,-2255.46,2395.05,4500.0,-1106.0,-998.95,2878.45,-1842.52,-2034.88,1045.0,-1314.16
2020-08-31,573.5,-1817.38,519.68,75,7420Z,168,-0.8660254037844385,-0.5000000000000004,1763.56,3878.04,-2164.89,50.41,1511.0,-1341.98,-118.61,0.0,-1408.2,1289.59,1150.0,-2255.46,2395.05,4500.0,-1106.0,-998.95,2878.45,-1842.52
2020-09-30,1800.0,-1505.76,813.92,75,7420Z,168,-1.0,-1.8369701987210297e-16,519.68,573.5,-1817.38,1763.56,3878.04,-2164.89,50.41,1511.0,-1341.98,-118.61,0.0,-1408.2,1289.59,1150.0,-2255.46,2395.05,4500.0,-1106.0
2020-08-31,2172.4,-4603.99,4.49,76,9609Z,307,-0.8660254037844385,-0.5000000000000004,2436.08,5527.51,-4588.07,1496.64,2741.16,-3355.45,2110.93,4240.59,-3997.09,1867.43,4625.0,-3587.11,829.54,2615.46,-2074.04,0.1,0.0,0.0
2020-09-30,2756.79,-1898.63,862.65,76,9609Z,307,-1.0,-1.8369701987210297e-16,4.49,2172.4,-4603.99,2436.08,5527.51,-4588.07,1496.64,2741.16,-3355.45,2110.93,4240.59,-3997.09,1867.43,4625.0,-3587.11,829.54,2615.46,-2074.04
2020-08-31,4410.01,-2420.34,-2086.11,77,9609Z,307,-0.8660254037844385,-0.5000000000000004,-4075.78,2900.51,-4796.93,-2179.36,2453.27,-2846.26,-1786.37,2653.27,-2570.03,-1869.61,2491.12,-1453.78,-2906.95,1350.0,-1813.72,0.1,0.0,0.0
2020-09-30,2961.51,-850.22,25.18,77,9609Z,307,-1.0,-1.8369701987210297e-16,-2086.11,4410.01,-2420.34,-4075.78,2900.51,-4796.93,-2179.36,2453.27,-2846.26,-1786.37,2653.27,-2570.03,-1869.61,2491.12,-1453.78,-2906.95,1350.0,-1813.72
2019-11-30,979.69,-980.83,-0.7,78,5320Z,94,-0.5000000000000004,0.8660254037844384,0.44,1070.31,-1066.35,-3.52,1257.53,-1261.08,0.03,907.06,-907.4,0.37,871.8,-872.5,1.07,58.12,-57.05,0.1,0.0,0.0
2019-12-31,1969.93,-1968.91,0.32,78,5320Z,94,-2.4492935982947064e-16,1.0,-0.7,979.69,-980.83,0.44,1070.31,-1066.35,-3.52,1257.53,-1261.08,0.03,907.06,-907.4,0.37,871.8,-872.5,1.07,58.12,-57.05
2020-01-31,827.95,-827.38,0.89,78,5320Z,94,0.49999999999999994,0.8660254037844387,0.32,1969.93,-1968.91,-0.7,979.69,-980.83,0.44,1070.31,-1066.35,-3.52,1257.53,-1261.08,0.03,907.06,-907.4,0.37,871.8,-872.5
2020-02-29,332.72,-332.79,0.82,78,5320Z,94,0.8660254037844386,0.5000000000000001,0.89,827.95,-827.38,0.32,1969.93,-1968.91,-0.7,979.69,-980.83,0.44,1070.31,-1066.35,-3.52,1257.53,-1261.08,0.03,907.06,-907.4
2020-03-31,351.39,-353.4,-1.19,78,5320Z,94,1.0,6.123233995736766e-17,0.82,332.72,-332.79,0.89,827.95,-827.38,0.32,1969.93,-1968.91,-0.7,979.69,-980.83,0.44,1070.31,-1066.35,-3.52,1257.53,-1261.08
2020-04-30,685.51,-682.37,1.95,78,5320Z,94,0.8660254037844387,-0.4999999999999998,-1.19,351.39,-353.4,0.82,332.72,-332.79,0.89,827.95,-827.38,0.32,1969.93,-1968.91,-0.7,979.69,-980.83,0.44,1070.31,-1066.35
2020-05-31,2106.14,-2106.75,1.34,78,5320Z,94,0.49999999999999994,-0.8660254037844387,1.95,685.51,-682.37,-1.19,351.39,-353.4,0.82,332.72,-332.79,0.89,827.95,-827.38,0.32,1969.93,-1968.91,-0.7,979.69,-980.83
2020-06-30,609.42,-571.04,39.72,78,5320Z,94,1.2246467991473532e-16,-1.0,1.34,2106.14,-2106.75,1.95,685.51,-682.37,-1.19,351.39,-353.4,0.82,332.72,-332.79,0.89,827.95,-827.38,0.32,1969.93,-1968.91
2020-07-31,334.4,-373.46,0.66,78,5320Z,94,-0.4999999999999997,-0.8660254037844388,39.72,609.42,-571.04,1.34,2106.14,-2106.75,1.95,685.51,-682.37,-1.19,351.39,-353.4,0.82,332.72,-332.79,0.89,827.95,-827.38
2020-08-31,664.38,-655.83,9.21,78,5320Z,94,-0.8660254037844385,-0.5000000000000004,0.66,334.4,-373.46,39.72,609.42,-571.04,1.34,2106.14,-2106.75,1.95,685.51,-682.37,-1.19,351.39,-353.4,0.82,332.72,-332.79
2020-09-30,1343.11,-1346.86,5.46,78,5320Z,94,-1.0,-1.8369701987210297e-16,9.21,664.38,-655.83,0.66,334.4,-373.46,39.72,609.42,-571.04,1.34,2106.14,-2106.75,1.95,685.51,-682.37,-1.19,351.39,-353.4
2019-10-31,720.0,-42.14,-18561.66,79,6190Z,270,-0.8660254037844386,0.5000000000000001,-19239.52,6670.22,-330.11,-25579.63,50.0,-30.11,-25599.52,31.51,-86.0,-25545.03,0.0,-50.11,-25494.92,68.33,-30.63,-25532.62,31238.4,-5454.88
2019-11-30,0.0,-2230.12,-20791.78,79,6190Z,270,-0.5000000000000004,0.8660254037844384,-18561.66,720.0,-42.14,-19239.52,6670.22,-330.11,-25579.63,50.0,-30.11,-25599.52,31.51,-86.0,-25545.03,0.0,-50.11,-25494.92,68.33,-30.63
2020-01-31,12173.7,-14299.22,-15137.02,79,6190Z,270,0.49999999999999994,0.8660254037844387,-13011.5,16600.5,-8820.22,-20791.78,0.0,-2230.12,-18561.66,720.0,-42.14,-19239.52,6670.22,-330.11,-25579.63,50.0,-30.11,-25599.52,31.51,-86.0
2020-02-29,0.0,-9810.49,-24947.51,79,6190Z,270,0.8660254037844386,0.5000000000000001,-15137.02,12173.7,-14299.22,-13011.5,16600.5,-8820.22,-20791.78,0.0,-2230.12,-18561.66,720.0,-42.14,-19239.52,6670.22,-330.11,-25579.63,50.0,-30.11
2020-06-30,8803.31,-14214.07,3721.42,79,6190Z,270,1.2246467991473532e-16,-1.0,9132.18,22291.66,-16973.0,3813.52,49789.6,-20359.62,-25616.46,11467.0,-12135.95,-24947.51,0.0,-9810.49,-15137.02,12173.7,-14299.22,-13011.5,16600.5,-8820.22
2020-07-31,16925.44,-12127.02,8519.84,79,6190Z,270,-0.4999999999999997,-0.8660254037844388,3721.42,8803.31,-14214.07,9132.18,22291.66,-16973.0,3813.52,49789.6,-20359.62,-25616.46,11467.0,-12135.95,-24947.51,0.0,-9810.49,-15137.02,12173.7,-14299.22
2020-08-31,11677.67,-19518.65,678.86,79,6190Z,270,-0.8660254037844385,-0.5000000000000004,8519.84,16925.44,-12127.02,3721.42,8803.31,-14214.07,9132.18,22291.66,-16973.0,3813.52,49789.6,-20359.62,-25616.46,11467.0,-12135.95,-24947.51,0.0,-9810.49
2020-09-30,19983.22,-18088.64,2573.44,79,6190Z,270,-1.0,-1.8369701987210297e-16,678.86,11677.67,-19518.65,8519.84,16925.44,-12127.02,3721.42,8803.31,-14214.07,9132.18,22291.66,-16973.0,3813.52,49789.6,-20359.62,-25616.46,11467.0,-12135.95
2020-08-31,4161.75,-5551.06,73.44,80,7022Z,229,-0.8660254037844385,-0.5000000000000004,1462.75,3760.97,-2300.29,2.07,7954.34,-5284.12,-2668.15,1304.91,-1328.87,-2644.19,5.81,-377.48,-2272.52,1075.05,-591.8,0.1,0.0,0.0
2020-09-30,456.11,-529.12,0.43,80,7022Z,229,-1.0,-1.8369701987210297e-16,73.44,4161.75,-5551.06,1462.75,3760.97,-2300.29,2.07,7954.34,-5284.12,-2668.15,1304.91,-1328.87,-2644.19,5.81,-377.48,-2272.52,1075.05,-591.8
2019-10-31,2766.0,-1951.02,3976.6,81,6202B,31,-0.8660254037844386,0.5000000000000001,3161.62,1989.0,-1085.48,2258.1,3490.0,-1262.43,30.53,1800.0,-386.17,-1383.3,1600.15,-174.65,-2808.8,420.0,-137.75,-3091.05,0.0,-24.15
2019-11-30,3000.0,-985.14,5991.46,81,6202B,31,-0.5000000000000004,0.8660254037844384,3976.6,2766.0,-1951.02,3161.62,1989.0,-1085.48,2258.1,3490.0,-1262.43,30.53,1800.0,-386.17,-1383.3,1600.15,-174.65,-2808.8,420.0,-137.75
2019-12-31,3511.1,-1678.59,7823.97,81,6202B,31,-2.4492935982947064e-16,1.0,5991.46,3000.0,-985.14,3976.6,2766.0,-1951.02,3161.62,1989.0,-1085.48,2258.1,3490.0,-1262.43,30.53,1800.0,-386.17,-1383.3,1600.15,-174.65
2020-01-31,93.94,-1532.91,6385.0,81,6202B,31,0.49999999999999994,0.8660254037844387,7823.97,3511.1,-1678.59,5991.46,3000.0,-985.14,3976.6,2766.0,-1951.02,3161.62,1989.0,-1085.48,2258.1,3490.0,-1262.43,30.53,1800.0,-386.17
2020-02-29,0.0,-1126.22,5258.78,81,6202B,31,0.8660254037844386,0.5000000000000001,6385.0,93.94,-1532.91,7823.97,3511.1,-1678.59,5991.46,3000.0,-985.14,3976.6,2766.0,-1951.02,3161.62,1989.0,-1085.48,2258.1,3490.0,-1262.43
2020-03-31,1750.0,-1376.82,5631.96,81,6202B,31,1.0,6.123233995736766e-17,5258.78,0.0,-1126.22,6385.0,93.94,-1532.91,7823.97,3511.1,-1678.59,5991.46,3000.0,-985.14,3976.6,2766.0,-1951.02,3161.62,1989.0,-1085.48
2020-04-30,596.0,-691.42,5536.54,81,6202B,31,0.8660254037844387,-0.4999999999999998,5631.96,1750.0,-1376.82,5258.78,0.0,-1126.22,6385.0,93.94,-1532.91,7823.97,3511.1,-1678.59,5991.46,3000.0,-985.14,3976.6,2766.0,-1951.02
2020-05-31,1223.84,-1000.42,5759.96,81,6202B,31,0.49999999999999994,-0.8660254037844387,5536.54,596.0,-691.42,5631.96,1750.0,-1376.82,5258.78,0.0,-1126.22,6385.0,93.94,-1532.91,7823.97,3511.1,-1678.59,5991.46,3000.0,-985.14
2020-06-30,1819.9,-1548.92,6030.94,81,6202B,31,1.2246467991473532e-16,-1.0,5759.96,1223.84,-1000.42,5536.54,596.0,-691.42,5631.96,1750.0,-1376.82,5258.78,0.0,-1126.22,6385.0,93.94,-1532.91,7823.97,3511.1,-1678.59
2020-07-31,1011.88,-1316.74,5726.08,81,6202B,31,-0.4999999999999997,-0.8660254037844388,6030.94,1819.9,-1548.92,5759.96,1223.84,-1000.42,5536.54,596.0,-691.42,5631.96,1750.0,-1376.82,5258.78,0.0,-1126.22,6385.0,93.94,-1532.91
2020-08-31,1250.0,-1742.77,5233.31,81,6202B,31,-0.8660254037844385,-0.5000000000000004,5726.08,1011.88,-1316.74,6030.94,1819.9,-1548.92,5759.96,1223.84,-1000.42,5536.54,596.0,-691.42,5631.96,1750.0,-1376.82,5258.78,0.0,-1126.22
