date,amount,amount_other,balance,account_id,business_NAF_code,user_id,month_sin,month_cos,month_week_sin,month_week_cos,previous_balance_1,previous_amount_1,previous_other_1,previous_balance_2,previous_amount_2,previous_other_2,previous_balance_3,previous_amount_3,previous_other_3,previous_balance_4,previous_amount_4,previous_other_4,previous_balance_5,previous_amount_5,previous_other_5,previous_balance_6,previous_amount_6,previous_other_6,previous_balance_7,previous_amount_7,previous_other_7,previous_balance_8,previous_amount_8,previous_other_8,previous_balance_9,previous_amount_9,previous_other_9,previous_balance_10,previous_amount_10,previous_other_10,previous_balance_11,previous_amount_11,previous_other_11,previous_balance_12,previous_amount_12,previous_other_12
2020-03-23,-8.0,70.0,11494.52,56,6831Z,200,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,11432.52,-25.65,50.0,11408.17,-13.29,0.0,11421.46,-32.04,100.0,11353.5,-121.88,0.0,11475.38,-13.0,0.0,11488.38,-170.38,200.0,11458.76,-4.28,100.0,11363.04,-46.1,0.0,11409.14,-91.34,200.0,11300.48,0.0,0.0,11300.48,-65.88,0.0,11366.36,-49.99,0.0
2020-03-30,0.0,0.0,11494.52,56,6831Z,200,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494773,11494.52,-8.0,70.0,11432.52,-25.65,50.0,11408.17,-13.29,0.0,11421.46,-32.04,100.0,11353.5,-121.88,0.0,11475.38,-13.0,0.0,11488.38,-170.38,200.0,11458.76,-4.28,100.0,11363.04,-46.1,0.0,11409.14,-91.34,200.0,11300.48,0.0,0.0,11300.48,-65.88,0.0
2020-04-13,0.0,0.0,11490.24,56,6831Z,200,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,11490.24,-4.28,0.0,11494.52,0.0,0.0,11494.52,-8.0,70.0,11432.52,-25.65,50.0,11408.17,-13.29,0.0,11421.46,-32.04,100.0,11353.5,-121.88,0.0,11475.38,-13.0,0.0,11488.38,-170.38,200.0,11458.76,-4.28,100.0,11363.04,-46.1,0.0,11409.14,-91.34,200.0
2020-03-02,0.0,0.0,18358.65,57,7022Z,207,1.0,6.123233995736766e-17,0.5877852522924732,-0.8090169943749473,18358.65,-3800.0,0.0,22158.65,-5610.8,0.0,27769.45,-19520.5,0.0,47289.95,-6803.86,54000.0,93.81,0.0,0.0,93.81,-1814.66,0.0,1908.47,-4000.0,0.0,5908.47,-11050.0,0.0,16958.47,-101.29,0.0,17059.76,-2970.0,0.0,20029.76,-16012.0,0.0,36041.76,-6000.0,42000.0
2020-06-15,-1365.43,20.0,-66.73,59,4781Z,301,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01,-7.11,-605.98,319.6,279.27,-903.94,3707.81,-2524.6,-2085.99,644.81,-1083.42,-259.95,507.64,-1331.11,-650.72,88.86,-769.25,-143.85,1.2,0.1,0.0,0.0
2020-06-22,-824.19,3534.44,2643.52,59,4781Z,301,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01,-7.11,-605.98,319.6,279.27,-903.94,3707.81,-2524.6,-2085.99,644.81,-1083.42,-259.95,507.64,-1331.11,-650.72,88.86,-769.25,-143.85,1.2
2020-06-29,-705.12,100.0,2038.4,59,4781Z,301,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01,-7.11,-605.98,319.6,279.27,-903.94,3707.81,-2524.6,-2085.99,644.81,-1083.42,-259.95,507.64,-1331.11,-650.72,88.86
2020-07-06,-1126.79,1640.51,2552.12,59,4781Z,301,-0.4999999999999997,-0.8660254037844388,0.5877852522924732,-0.8090169943749473,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01,-7.11,-605.98,319.6,279.27,-903.94,3707.81,-2524.6,-2085.99,644.81,-1083.42,-259.95,507.64
2020-07-13,-1104.41,506.09,1953.8,59,4781Z,301,-0.4999999999999997,-0.8660254037844388,-0.587785252292473,-0.8090169943749475,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01,-7.11,-605.98,319.6,279.27,-903.94,3707.81,-2524.6,-2085.99,644.81
2020-07-20,-1198.5,1585.22,2340.52,59,4781Z,301,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01,-7.11,-605.98,319.6,279.27,-903.94,3707.81
2020-07-27,-600.12,1728.3,3468.7,59,4781Z,301,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01,-7.11,-605.98,319.6
2020-08-03,-796.96,910.14,3581.88,59,4781Z,301,-0.8660254037844385,-0.5000000000000004,0.5877852522924732,-0.8090169943749473,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48,-99.52,-2096.42,2004.01
2020-08-10,-796.46,3189.55,5974.97,59,4781Z,301,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0,283.8,-1437.16,1820.48
2020-08-17,-1396.53,1289.5,5867.94,59,4781Z,301,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723,5974.97,-796.46,3189.55,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0,-772.4,-1163.2,107.0
2020-08-24,-1108.05,1067.8,5827.69,59,4781Z,301,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,5867.94,-1396.53,1289.5,5974.97,-796.46,3189.55,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82,-928.06,-155.66,0.0
2020-08-31,-831.7,99.72,5095.71,59,4781Z,301,-0.8660254037844385,-0.5000000000000004,0.9510565162951535,0.30901699437494773,5827.69,-1108.05,1067.8,5867.94,-1396.53,1289.5,5974.97,-796.46,3189.55,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0,1278.7,-934.06,3140.82
2020-09-07,-1030.82,415.69,4480.58,59,4781Z,301,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473,5095.71,-831.7,99.72,5827.69,-1108.05,1067.8,5867.94,-1396.53,1289.5,5974.97,-796.46,3189.55,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44,-66.73,-1365.43,20.0
2020-09-14,-489.56,0.0,3991.02,59,4781Z,301,-1.0,-1.8369701987210297e-16,-0.587785252292473,-0.8090169943749475,4480.58,-1030.82,415.69,5095.71,-831.7,99.72,5827.69,-1108.05,1067.8,5867.94,-1396.53,1289.5,5974.97,-796.46,3189.55,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0,2643.52,-824.19,3534.44
2020-09-21,-1346.49,0.0,2644.53,59,4781Z,301,-1.0,-1.8369701987210297e-16,-0.9510565162951536,0.30901699437494723,3991.02,-489.56,0.0,4480.58,-1030.82,415.69,5095.71,-831.7,99.72,5827.69,-1108.05,1067.8,5867.94,-1396.53,1289.5,5974.97,-796.46,3189.55,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51,2038.4,-705.12,100.0
2020-09-28,-1435.63,3000.0,4208.9,59,4781Z,301,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,2644.53,-1346.49,0.0,3991.02,-489.56,0.0,4480.58,-1030.82,415.69,5095.71,-831.7,99.72,5827.69,-1108.05,1067.8,5867.94,-1396.53,1289.5,5974.97,-796.46,3189.55,3581.88,-796.96,910.14,3468.7,-600.12,1728.3,2340.52,-1198.5,1585.22,1953.8,-1104.41,506.09,2552.12,-1126.79,1640.51
2020-07-13,-802.99,1000.0,2778.38,60,6202A,26,-0.4999999999999997,-0.8660254037844388,-0.587785252292473,-0.8090169943749475,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0,2923.8,-939.95,3497.0,366.75,-632.23,527.22,471.76,-481.32,34.44,918.64,-588.33,0.0,1506.97,-1530.93,2945.5,92.4,0.0,0.0,92.4,-506.8,598.5
2020-07-20,-430.8,2297.0,4644.58,60,6202A,26,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0,2923.8,-939.95,3497.0,366.75,-632.23,527.22,471.76,-481.32,34.44,918.64,-588.33,0.0,1506.97,-1530.93,2945.5,92.4,0.0,0.0
2020-07-27,-1023.69,0.0,3620.89,60,6202A,26,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0,2923.8,-939.95,3497.0,366.75,-632.23,527.22,471.76,-481.32,34.44,918.64,-588.33,0.0,1506.97,-1530.93,2945.5
2020-08-03,-1777.22,36.23,1879.9,60,6202A,26,-0.8660254037844385,-0.5000000000000004,0.5877852522924732,-0.8090169943749473,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0,2923.8,-939.95,3497.0,366.75,-632.23,527.22,471.76,-481.32,34.44,918.64,-588.33,0.0
2020-08-10,-62.26,2345.06,4162.7,60,6202A,26,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0,2923.8,-939.95,3497.0,366.75,-632.23,527.22,471.76,-481.32,34.44
2020-08-17,-141.27,36.23,4057.66,60,6202A,26,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723,4162.7,-62.26,2345.06,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0,2923.8,-939.95,3497.0,366.75,-632.23,527.22
2020-08-24,-706.13,17.99,3369.52,60,6202A,26,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,4057.66,-141.27,36.23,4162.7,-62.26,2345.06,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0,2923.8,-939.95,3497.0
2020-08-31,-284.09,1006.65,4092.08,60,6202A,26,-0.8660254037844385,-0.5000000000000004,0.9510565162951535,0.30901699437494773,3369.52,-706.13,17.99,4057.66,-141.27,36.23,4162.7,-62.26,2345.06,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0,4962.48,-258.32,2297.0
2020-09-07,-1307.77,1056.65,3840.96,60,6202A,26,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473,4092.08,-284.09,1006.65,3369.52,-706.13,17.99,4057.66,-141.27,36.23,4162.7,-62.26,2345.06,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27,3438.54,-1723.94,200.0
2020-09-14,-977.96,48.06,2911.06,60,6202A,26,-1.0,-1.8369701987210297e-16,-0.587785252292473,-0.8090169943749475,3840.96,-1307.77,1056.65,4092.08,-284.09,1006.65,3369.52,-706.13,17.99,4057.66,-141.27,36.23,4162.7,-62.26,2345.06,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27,2941.01,-530.8,33.27
2020-09-21,-973.65,0.0,1937.41,60,6202A,26,-1.0,-1.8369701987210297e-16,-0.9510565162951536,0.30901699437494723,2911.06,-977.96,48.06,3840.96,-1307.77,1056.65,4092.08,-284.09,1006.65,3369.52,-706.13,17.99,4057.66,-141.27,36.23,4162.7,-62.26,2345.06,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0,2945.66,-28.62,33.27
2020-09-28,-43.94,0.0,1893.47,60,6202A,26,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1937.41,-973.65,0.0,2911.06,-977.96,48.06,3840.96,-1307.77,1056.65,4092.08,-284.09,1006.65,3369.52,-706.13,17.99,4057.66,-141.27,36.23,4162.7,-62.26,2345.06,1879.9,-1777.22,36.23,3620.89,-1023.69,0.0,4644.58,-430.8,2297.0,2778.38,-802.99,1000.0,2581.37,-364.29,0.0
2019-04-01,-584.62,3333.39,-10400.24,61,4619B,39,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0,-12592.2,-96.89,5.63,-12500.94,-257.04,172.7,-12416.6,-132.39,689.82,-12974.03,-23.01,180.0,-13131.02,0.0,0.0,-13131.02,-67.69,0.0,-13063.33,-88.94,0.0
2019-04-08,-2125.84,0.0,-12526.08,61,4619B,39,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0,-12592.2,-96.89,5.63,-12500.94,-257.04,172.7,-12416.6,-132.39,689.82,-12974.03,-23.01,180.0,-13131.02,0.0,0.0,-13131.02,-67.69,0.0
2019-04-15,-157.83,0.0,-12683.91,61,4619B,39,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0,-12592.2,-96.89,5.63,-12500.94,-257.04,172.7,-12416.6,-132.39,689.82,-12974.03,-23.01,180.0,-13131.02,0.0,0.0
2019-04-22,-18.5,0.0,-12702.41,61,4619B,39,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0,-12592.2,-96.89,5.63,-12500.94,-257.04,172.7,-12416.6,-132.39,689.82,-12974.03,-23.01,180.0
2019-04-29,-272.86,1201.07,-11774.2,61,4619B,39,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0,-12592.2,-96.89,5.63,-12500.94,-257.04,172.7,-12416.6,-132.39,689.82
2019-05-06,-877.39,82.99,-12568.6,61,4619B,39,0.49999999999999994,-0.8660254037844387,0.5877852522924732,-0.8090169943749473,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0,-12592.2,-96.89,5.63,-12500.94,-257.04,172.7
2019-05-13,-368.7,0.0,-12937.3,61,4619B,39,0.49999999999999994,-0.8660254037844387,-0.587785252292473,-0.8090169943749475,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0,-12592.2,-96.89,5.63
2019-05-20,-150.45,46.48,-13041.27,61,4619B,39,0.49999999999999994,-0.8660254037844387,-0.9510565162951536,0.30901699437494723,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94,-12720.13,-127.93,0.0
2019-05-27,-82.18,1087.94,-12035.51,61,4619B,39,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0,-12045.88,-115.69,789.94
2019-06-03,-1084.49,5097.81,-8022.19,61,4619B,39,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92,-12806.82,-760.94,0.0
2019-06-10,-167.65,0.0,-8189.84,61,4619B,39,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0,-12786.32,-270.42,290.92
2019-06-17,-303.8,0.0,-8493.64,61,4619B,39,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39,-13149.01,-362.69,0.0
2019-06-24,-118.36,0.0,-8612.0,61,4619B,39,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0,-10400.24,-584.62,3333.39
2019-07-01,-534.26,42.26,-9104.0,61,4619B,39,-0.4999999999999997,-0.8660254037844388,0.9510565162951535,0.30901699437494745,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0,-12526.08,-2125.84,0.0
2019-07-08,-627.09,151.73,-9579.36,61,4619B,39,-0.4999999999999997,-0.8660254037844388,0.5877852522924732,-0.8090169943749473,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0,-12683.91,-157.83,0.0
2019-07-15,-903.63,88.76,-10394.23,61,4619B,39,-0.4999999999999997,-0.8660254037844388,-0.587785252292473,-0.8090169943749475,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07,-12702.41,-18.5,0.0
2019-07-22,-1291.99,10583.13,-1103.09,61,4619B,39,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723,-10394.23,-903.63,88.76,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99,-11774.2,-272.86,1201.07
2019-07-29,-48.08,78.84,-1072.33,61,4619B,39,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-1103.09,-1291.99,10583.13,-10394.23,-903.63,88.76,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0,-12568.6,-877.39,82.99
2019-08-05,-721.95,2250.01,455.73,61,4619B,39,-0.8660254037844385,-0.5000000000000004,0.5877852522924732,-0.8090169943749473,-1072.33,-48.08,78.84,-1103.09,-1291.99,10583.13,-10394.23,-903.63,88.76,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48,-12937.3,-368.7,0.0
2019-08-12,-851.11,0.46,-394.92,61,4619B,39,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,455.73,-721.95,2250.01,-1072.33,-48.08,78.84,-1103.09,-1291.99,10583.13,-10394.23,-903.63,88.76,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94,-13041.27,-150.45,46.48
2019-08-19,-1068.36,0.0,-1463.28,61,4619B,39,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723,-394.92,-851.11,0.46,455.73,-721.95,2250.01,-1072.33,-48.08,78.84,-1103.09,-1291.99,10583.13,-10394.23,-903.63,88.76,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81,-12035.51,-82.18,1087.94
2019-08-26,-189.58,14.07,-1638.79,61,4619B,39,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-1463.28,-1068.36,0.0,-394.92,-851.11,0.46,455.73,-721.95,2250.01,-1072.33,-48.08,78.84,-1103.09,-1291.99,10583.13,-10394.23,-903.63,88.76,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0,-8022.19,-1084.49,5097.81
2019-09-02,-243.34,336.7,-1545.43,61,4619B,39,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473,-1638.79,-189.58,14.07,-1463.28,-1068.36,0.0,-394.92,-851.11,0.46,455.73,-721.95,2250.01,-1072.33,-48.08,78.84,-1103.09,-1291.99,10583.13,-10394.23,-903.63,88.76,-9579.36,-627.09,151.73,-9104.0,-534.26,42.26,-8612.0,-118.36,0.0,-8493.64,-303.8,0.0,-8189.84,-167.65,0.0
